id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
5874,25/06/2014 00:00,597326,4,4,3570,8250,2,No,No View,Average,10,2015,98040,47.5784,-122.226
5875,22/09/2014 00:00,597157,7,4,2690,10880,1,No,No View,Good,8,1960,98033,47.6787,-122.168
5876,23/03/2015 00:00,597000,4,2.5,2370,41338,2,No,No View,Average,8,1995,98077,47.7379,-122.052
5877,30/07/2014 00:00,597000,4,2.5,2340,7877,2,No,No View,Average,9,2004,98125,47.73,-122.315
5878,03/09/2014 00:00,597000,2,1.75,2470,4600,1,No,Good,Good,7,1916,98126,47.5599,-122.378
5879,25/08/2014 00:00,597000,4,2,2120,4000,1.5,No,No View,Good,7,1927,98117,47.688,-122.383
5880,24/09/2014 00:00,597000,4,2.5,2280,2432,2,No,No View,Very Good,8,1921,98103,47.6605,-122.355
5881,07/01/2015 00:00,596500,4,2.25,1770,8505,2,No,No View,Average,8,1986,98052,47.6904,-122.102
5882,14/08/2014 00:00,596000,4,2.25,2270,10000,1,No,No View,Very Good,8,1974,98006,47.5599,-122.142
5883,20/01/2015 00:00,596000,2,1,1040,4880,1,No,No View,Average,7,1910,98115,47.6809,-122.311
5884,24/02/2015 00:00,596000,3,2.5,1730,2631,2,No,No View,Average,8,2001,98005,47.5878,-122.165
5885,25/06/2014 00:00,595888,3,1.75,1870,9000,1,No,No View,Very Good,9,1958,98177,47.7203,-122.361
5886,16/03/2015 00:00,595500,4,2.5,2490,6537,2,No,No View,Average,8,2013,98065,47.5185,-121.884
5887,29/07/2014 00:00,595000,4,2,3090,87120,1,No,No View,Good,7,1974,98072,47.7275,-122.122
5888,17/04/2015 00:00,595000,4,2.5,2360,43017,2,No,No View,Average,9,1989,98077,47.774,-122.077
5889,08/01/2015 00:00,595000,4,3,3680,35736,1.5,No,No View,Good,8,1970,98027,47.4703,-122.015
5890,24/03/2015 00:00,595000,3,2.75,2150,31238,2,No,No View,Average,9,1996,98014,47.6596,-121.96
5891,25/07/2014 00:00,595000,3,3.25,3130,28001,1,No,No View,Average,9,1985,98072,47.7741,-122.122
5892,20/06/2014 00:00,595000,3,2.75,3290,22649,2,No,No View,Good,8,1993,98056,47.5241,-122.193
5893,06/03/2015 00:00,595000,3,1.75,2220,22081,1.5,No,No View,Good,7,1922,98166,47.4693,-122.364
5894,01/07/2014 00:00,595000,4,2.5,1820,20011,2,No,No View,Average,8,1987,98075,47.5842,-122.045
5895,10/12/2014 00:00,595000,3,2.25,2400,16301,1,No,No View,Average,8,1962,98115,47.6901,-122.282
5896,02/10/2014 00:00,595000,3,2.5,3370,14402,2,No,Average,Average,9,2004,98045,47.5008,-121.776
5897,29/04/2015 00:00,595000,3,1,1300,11520,1,No,No View,Average,6,1958,98033,47.6829,-122.195
5898,23/04/2015 00:00,595000,4,2.5,2030,10722,1,No,No View,Average,7,1967,98115,47.6955,-122.301
5899,01/08/2014 00:00,595000,3,2.5,2660,10637,2,No,No View,Average,9,1991,98011,47.7383,-122.22
5900,25/02/2015 00:00,595000,5,3,2980,10064,1,No,No View,Average,7,1940,98155,47.7372,-122.316
5901,05/05/2015 00:00,595000,4,1.75,2510,8989,1,No,No View,Good,8,1964,98006,47.5569,-122.172
5902,29/10/2014 00:00,595000,2,1.75,1280,8500,1,No,No View,Average,7,1953,98033,47.6553,-122.19
5903,12/08/2014 00:00,595000,4,2.25,2050,8372,2,No,No View,Good,8,1984,98052,47.7234,-122.107
5904,25/02/2015 00:00,595000,3,2.5,2250,8300,2,No,No View,Average,8,2003,98125,47.7174,-122.308
5905,16/07/2014 00:00,595000,4,1.5,1350,8113,1,No,No View,Good,7,1959,98004,47.5807,-122.196
5906,29/07/2014 00:00,595000,4,2.5,2910,7287,2,No,No View,Average,8,1998,98065,47.5354,-121.869
5907,06/03/2015 00:00,595000,4,2.5,2330,7064,1,No,No View,Good,8,1984,98052,47.6955,-122.097
5908,26/08/2014 00:00,595000,3,2,1530,6773,1,No,No View,Good,8,1984,98033,47.6653,-122.194
5909,20/03/2015 00:00,595000,5,2.75,3740,6750,1,No,No View,Good,8,1978,98028,47.7679,-122.261
5910,26/03/2015 00:00,595000,3,2.5,2550,6677,2,No,No View,Average,8,2002,98028,47.7336,-122.232
5911,10/02/2015 00:00,595000,3,1.75,1910,5753,1,No,Good,Average,8,1941,98115,47.6898,-122.327
5912,14/11/2014 00:00,595000,3,2.5,2030,5100,2,No,No View,Average,7,2008,98199,47.6594,-122.397
5913,13/08/2014 00:00,595000,4,1.75,2000,5100,1,No,No View,Good,7,1949,98117,47.6798,-122.391
5914,29/05/2014 00:00,595000,3,2,1480,5000,1,No,No View,Good,7,1928,98117,47.6859,-122.37
5915,19/08/2014 00:00,595000,2,1.5,870,4800,1,No,No View,Average,7,1924,98119,47.6509,-122.37
5916,09/07/2014 00:00,595000,4,3.25,3730,4560,2,No,No View,Average,9,2015,98103,47.6725,-122.33
5917,23/05/2014 00:00,595000,2,1.5,1030,4500,1,No,No View,Average,7,1924,98109,47.6455,-122.352
5918,27/03/2015 00:00,595000,4,1.75,1880,4080,1,No,No View,Average,7,1924,98115,47.6754,-122.327
5919,04/12/2014 00:00,595000,2,2,1510,4000,1,No,No View,Good,7,1900,98103,47.6582,-122.345
5920,30/07/2014 00:00,595000,3,1,1560,3960,1.5,No,No View,Good,7,1907,98144,47.5936,-122.301
5921,13/11/2014 00:00,595000,3,1.75,2060,3600,1.5,No,No View,Average,7,1905,98119,47.6389,-122.371
5922,28/04/2015 00:00,595000,2,1,980,3600,1,No,No View,Average,6,1907,98119,47.6366,-122.365
5923,08/05/2014 00:00,595000,3,2.5,1750,3354,2,No,No View,Good,7,1991,98033,47.6953,-122.199
5924,19/09/2014 00:00,595000,4,2.25,1920,3225,1.5,No,No View,Very Good,7,1923,98116,47.5848,-122.384
5925,19/11/2014 00:00,595000,4,2.5,2100,3125,2,No,Average,Average,7,1907,98107,47.6634,-122.358
5926,22/04/2015 00:00,595000,3,2.5,1910,3075,2,No,No View,Average,8,2001,98029,47.5491,-122.005
5927,29/04/2015 00:00,595000,4,2,2020,2849,2,No,No View,Average,7,1960,98115,47.6831,-122.329
5928,06/06/2014 00:00,595000,4,2.5,1990,2175,2,No,No View,Average,8,2005,98107,47.6696,-122.371
5929,01/08/2014 00:00,594950,4,2.25,2380,35008,1,No,No View,Average,8,1977,98075,47.5834,-122.001
5930,09/07/2014 00:00,594950,4,2.5,2720,10006,2,No,No View,Average,9,1989,98074,47.6295,-122.042
5931,26/10/2014 00:00,594950,4,3.25,2557,9480,2,No,Average,Average,7,1948,98118,47.5449,-122.262
5932,02/04/2015 00:00,594950,5,2.5,3280,6553,2,No,No View,Average,9,2012,98045,47.475,-121.737
5933,13/01/2015 00:00,594491,4,2.5,2990,6037,2,No,No View,Average,9,2013,98045,47.4766,-121.735
5934,26/01/2015 00:00,594000,3,2.25,2080,70567,2,No,No View,Average,8,1990,98072,47.7221,-122.124
5935,19/03/2015 00:00,594000,4,1.75,2140,8000,1,No,No View,Good,8,1965,98007,47.622,-122.139
5936,12/06/2014 00:00,594000,4,1.75,1870,5200,2,No,No View,Good,7,1937,98115,47.6843,-122.283
5937,18/11/2014 00:00,594000,3,1,1320,5000,1,No,No View,Good,7,1920,98107,47.6674,-122.365
5938,25/06/2014 00:00,594000,4,2.75,2720,4613,2,No,No View,Average,9,2005,98028,47.7352,-122.223
5939,25/06/2014 00:00,594000,3,2.25,1270,1406,2,No,No View,Average,8,2014,98105,47.6647,-122.284
5940,01/05/2015 00:00,593777,3,1.75,1510,10450,1,No,No View,Good,7,1964,98052,47.684,-122.113
5941,18/02/2015 00:00,593700,3,2.5,2000,22000,2,No,No View,Average,8,1979,98075,47.59,-122.081
5942,29/04/2015 00:00,593567,3,2.5,1770,3205,2,No,No View,Average,9,2005,98052,47.6658,-122.084
5943,10/02/2015 00:00,593500,5,3.25,4300,50405,2,No,No View,Average,8,1972,98027,47.4615,-122
5944,05/01/2015 00:00,593500,3,1,1370,4000,2,No,No View,Good,8,1918,98105,47.6711,-122.324
5945,22/04/2015 00:00,593450,4,2.25,2130,7172,2,No,No View,Good,8,1964,98008,47.6271,-122.112
5946,10/11/2014 00:00,593000,5,2.5,2640,4400,1.5,No,No View,Very Good,7,1925,98122,47.605,-122.3
5947,25/03/2015 00:00,593000,2,2.5,2000,2500,3,No,Fair,Average,8,1994,98116,47.5788,-122.396
5948,07/07/2014 00:00,593000,3,2.75,1830,1850,2,No,No View,Average,10,2011,98027,47.5307,-122.074
5949,19/08/2014 00:00,592500,4,2.5,3370,35150,1,No,No View,Very Good,8,1993,98027,47.461,-122.002
5950,15/05/2014 00:00,592500,4,2.5,2240,12032,1,No,No View,Average,9,1983,98074,47.6143,-122.017
5951,19/05/2014 00:00,592500,2,2,1420,9191,1.5,No,Average,Very Good,7,1928,98115,47.6979,-122.32
5952,02/02/2015 00:00,592500,6,4.5,3500,8504,2,No,No View,Average,7,1980,98155,47.7349,-122.295
5953,22/05/2014 00:00,592500,4,3,2170,8240,1,No,No View,Good,8,1968,98052,47.6291,-122.093
5954,09/12/2014 00:00,592500,3,2,1170,6750,1,No,No View,Very Good,7,1947,98115,47.6752,-122.281
5955,11/12/2014 00:00,592500,2,2,1340,5350,1.5,No,No View,Average,8,1941,98199,47.6384,-122.403
5956,25/07/2014 00:00,592500,2,2,1870,4751,1,No,No View,Average,8,2006,98053,47.7082,-122.015
5957,03/10/2014 00:00,592500,4,1.5,2080,4400,1.5,No,No View,Average,7,1925,98122,47.606,-122.299
5958,08/07/2014 00:00,592350,2,2,1570,4665,1,No,No View,Average,8,2006,98053,47.709,-122.017
5959,06/08/2014 00:00,592100,4,2.75,2310,7851,1,No,No View,Good,8,1989,98006,47.5473,-122.187
5960,27/08/2014 00:00,592000,3,2.5,2400,81892,2,No,No View,Average,8,1985,98045,47.5028,-121.769
5961,28/01/2015 00:00,592000,4,2.5,2300,11165,2,No,No View,Good,8,1979,98008,47.5794,-122.118
5962,25/11/2014 00:00,592000,3,1.75,1560,7424,1,No,No View,Very Good,8,1940,98117,47.6981,-122.374
5963,10/07/2014 00:00,592000,5,3.5,3340,5000,2,No,No View,Average,8,2012,98065,47.5168,-121.871
5964,14/10/2014 00:00,591975,3,2.75,3230,5250,2,No,No View,Average,9,2014,98065,47.5196,-121.878
5965,03/09/2014 00:00,591500,4,2.5,1690,4080,1.5,No,No View,Good,7,1912,98117,47.6825,-122.379
5966,13/05/2014 00:00,591000,4,2.25,2710,38180,2,No,No View,Good,8,1977,98077,47.77,-122.097
5967,22/09/2014 00:00,591000,3,2,1460,3600,2,No,No View,Average,7,1902,98122,47.6123,-122.314
5968,13/05/2014 00:00,591000,3,1.75,1680,2400,1,No,No View,Very Good,7,1922,98122,47.6155,-122.3
5969,19/06/2014 00:00,590300,3,1.5,1470,7200,2,No,No View,Good,7,1907,98118,47.5602,-122.28
5970,10/10/2014 00:00,590000,4,2,2490,339332,1,No,No View,Average,8,2002,98022,47.2725,-121.929
5971,13/03/2015 00:00,590000,3,1.75,1560,242629,1,No,No View,Average,7,1981,98053,47.6493,-121.956
5972,03/12/2014 00:00,590000,3,2.5,3360,218235,1,No,No View,Average,8,1989,98014,47.6601,-121.946
5973,23/07/2014 00:00,590000,3,2,2420,208652,1.5,No,No View,Average,8,2005,98010,47.3666,-121.978
5974,03/03/2015 00:00,590000,4,2.75,2400,104108,2,No,No View,Average,8,1988,98027,47.4686,-121.989
5975,17/12/2014 00:00,590000,3,2.5,2400,99752,1,No,No View,Average,9,1996,98058,47.3917,-122.084
5976,18/03/2015 00:00,590000,3,1,1610,58370,1,No,No View,Average,7,1978,98053,47.6718,-122.044
5977,03/06/2014 00:00,590000,4,4.25,2360,57514,2,No,No View,Good,8,1939,98003,47.2843,-122.294
5978,01/08/2014 00:00,590000,3,2.75,2550,54014,2,No,No View,Good,8,1967,98072,47.7596,-122.117
5979,15/08/2014 00:00,590000,3,2.25,2680,41250,2,No,No View,Average,7,1984,98045,47.4817,-121.749
5980,06/02/2015 00:00,590000,5,3.25,4020,40341,1,No,No View,Very Good,8,1970,98027,47.4952,-122.068
5981,10/09/2014 00:00,590000,4,2.5,2660,35010,2,No,Average,Average,9,1993,98045,47.4816,-121.714
5982,09/05/2014 00:00,590000,4,2.25,2430,32496,1,No,No View,Average,9,1993,98077,47.7642,-122.048
5983,30/04/2015 00:00,590000,4,2.5,2940,29013,2,No,No View,Average,10,1992,98077,47.7635,-122.044
5984,17/04/2015 00:00,590000,4,3.5,3100,15842,2,No,No View,Average,8,1996,98028,47.7466,-122.242
5985,20/02/2015 00:00,590000,4,2,2990,12970,1.5,No,Average,Good,7,1948,98028,47.7605,-122.258
5986,04/03/2015 00:00,590000,4,2.5,2940,12600,1,No,No View,Good,8,1974,98074,47.6294,-122.062
5987,24/10/2014 00:00,590000,4,2.5,3700,12500,1,No,No View,Very Good,8,1973,98006,47.5403,-122.168
5988,22/07/2014 00:00,590000,3,2.25,2300,12430,1,No,Average,Good,8,1960,98166,47.435,-122.347
5989,18/07/2014 00:00,590000,4,2.5,2290,11072,2,No,No View,Average,9,1986,98074,47.6283,-122.03
5990,18/07/2014 00:00,590000,4,2.75,2910,10650,1,No,Average,Average,8,1975,98033,47.6658,-122.188
5991,17/02/2015 00:00,590000,4,2.25,2530,10611,1,No,No View,Very Good,8,1977,98006,47.5698,-122.132
5992,17/09/2014 00:00,590000,3,2.5,2520,10223,2,No,No View,Average,10,1988,98074,47.631,-122.042
5993,16/10/2014 00:00,590000,4,2.5,2240,9385,2,No,No View,Average,8,1991,98133,47.7125,-122.332
5994,09/07/2014 00:00,590000,3,2.5,2650,9380,1,No,No View,Very Good,8,1975,98155,47.7756,-122.273
5995,19/09/2014 00:00,590000,3,2,3030,9374,1,No,Fair,Good,7,1959,98136,47.5289,-122.391
5996,12/08/2014 00:00,590000,4,2.5,2340,8971,2,No,No View,Average,9,1987,98029,47.5679,-122.011
5997,11/11/2014 00:00,590000,3,2.25,2490,8800,2,No,No View,Good,8,1975,98006,47.5666,-122.132
5998,08/08/2014 00:00,590000,3,2.5,2210,8622,2,No,No View,Average,8,1988,98029,47.5715,-122.02
5999,28/07/2014 00:00,590000,3,2.5,1990,8325,2,No,No View,Good,8,1997,98034,47.705,-122.201
6000,13/06/2014 00:00,590000,4,2.5,2010,7972,2,No,No View,Good,8,1989,98029,47.5782,-122.018
6001,23/06/2014 00:00,590000,4,2.5,3220,7875,1.5,No,No View,Good,8,1966,98008,47.626,-122.12
6002,07/05/2015 00:00,590000,4,3.5,3450,6873,2,No,No View,Average,10,2004,98058,47.459,-122.118
6003,06/04/2015 00:00,590000,5,1,1840,6710,1.5,No,No View,Average,7,1920,98126,47.5686,-122.378
6004,18/02/2015 00:00,590000,5,3,3480,6625,2,No,No View,Average,8,2012,98059,47.4815,-122.153
6005,08/09/2014 00:00,590000,2,1,1530,6450,1,No,No View,Good,7,1920,98117,47.6833,-122.398
6006,01/07/2014 00:00,590000,3,2,1410,6413,1,No,No View,Good,7,1947,98115,47.6826,-122.298
6007,28/05/2014 00:00,590000,3,2,1650,6150,2,No,No View,Good,7,1926,98116,47.5713,-122.394
6008,17/02/2015 00:00,590000,3,1.75,2180,6120,1,No,Average,Average,8,1949,98199,47.6501,-122.405
6009,23/03/2015 00:00,590000,3,2.5,2830,5788,2,No,No View,Average,9,2001,98028,47.7604,-122.235
6010,21/10/2014 00:00,590000,3,2.25,2210,5742,1,No,No View,Average,8,1951,98115,47.6891,-122.318
6011,23/09/2014 00:00,590000,4,2.75,2240,5400,2,No,No View,Good,7,1940,98116,47.5785,-122.402
6012,29/10/2014 00:00,590000,4,1.5,2230,5109,1.5,No,No View,Average,7,1918,98115,47.6996,-122.31
6013,05/12/2014 00:00,590000,3,3.5,1970,5079,2,No,No View,Average,8,2007,98144,47.5816,-122.296
6014,07/11/2014 00:00,590000,4,2.5,2380,4950,2,No,No View,Average,8,2004,98136,47.5382,-122.391
6015,25/07/2014 00:00,590000,4,2.75,2160,4205,1,No,Good,Average,7,1969,98125,47.7081,-122.276
6016,03/04/2015 00:00,590000,3,2.5,2290,4203,2,No,No View,Average,9,2001,98006,47.5441,-122.172
6017,29/07/2014 00:00,590000,3,2.5,2110,3870,2,No,No View,Average,9,2004,98029,47.5513,-121.994
6018,15/04/2015 00:00,590000,3,2,1860,3600,1.5,No,No View,Average,7,1915,98122,47.6102,-122.296
6019,08/04/2015 00:00,590000,3,2.5,1710,2875,2,No,No View,Average,8,2006,98116,47.5787,-122.392
6020,28/07/2014 00:00,590000,3,1,1530,2370,2,No,No View,Average,8,1901,98122,47.6108,-122.303
6021,17/04/2015 00:00,590000,2,2.5,1450,1281,2,No,No View,Average,8,2006,98105,47.665,-122.285
6022,17/09/2014 00:00,590000,3,3.25,1290,1230,2,No,Average,Average,9,2008,98119,47.6367,-122.37
6023,11/03/2015 00:00,590000,3,3,1740,1100,3,No,No View,Average,8,2007,98107,47.67,-122.391
6024,23/04/2015 00:00,589999,3,2.5,2140,3628,2,No,No View,Average,8,2006,98027,47.537,-122.074
6025,25/06/2014 00:00,589950,5,3,2790,19439,1,No,Good,Very Good,7,1973,98058,47.4088,-122.089
6026,24/11/2014 00:00,589950,3,2,2080,12094,2,No,No View,Good,8,1982,98052,47.7035,-122.164
6027,24/06/2014 00:00,589950,4,2.5,3190,8195,2,No,No View,Average,10,2006,98038,47.3555,-122.003
6028,09/12/2014 00:00,589950,3,2.75,1670,1350,3,No,No View,Average,9,2014,98116,47.5763,-122.408
6029,08/05/2014 00:00,589900,2,3,3160,66646,2,No,No View,Average,7,1993,98077,47.7479,-122.034
6030,10/06/2014 00:00,589900,4,4.5,3870,35889,2,No,No View,Average,10,2001,98027,47.4677,-122.01
6031,06/06/2014 00:00,589500,4,2.5,2630,6326,2,No,No View,Average,9,2008,98065,47.5222,-121.874
6032,11/03/2015 00:00,589500,4,1.5,3520,4933,1.5,No,No View,Good,8,1929,98108,47.5655,-122.315
6033,09/05/2015 00:00,589500,4,1.5,1440,3200,1,No,Fair,Good,7,1960,98136,47.5269,-122.383
6034,27/06/2014 00:00,589500,3,3.25,2310,3075,2,No,No View,Average,8,2005,98116,47.5644,-122.383
6035,24/11/2014 00:00,589450,4,2.5,3190,7941,2,No,No View,Average,10,2005,98038,47.353,-122.002
6036,26/09/2014 00:00,589410,3,3,2840,7201,2,No,No View,Average,9,2014,98065,47.5165,-121.883
6037,26/04/2015 00:00,589000,3,2.5,2660,206480,1,No,No View,Average,8,1989,98024,47.6042,-121.956
6038,06/10/2014 00:00,589000,3,2,2360,118483,1,No,No View,Average,8,1981,98024,47.5595,-121.867
6039,16/03/2015 00:00,589000,4,2.25,2390,57599,2,No,No View,Average,8,1981,98053,47.6651,-122.067
6040,14/10/2014 00:00,589000,4,2.5,2630,15000,2,No,No View,Very Good,8,1962,98027,47.5262,-122.028
6041,25/08/2014 00:00,589000,5,2,3930,10150,1.5,No,No View,Good,8,1968,98008,47.6317,-122.114
6042,13/06/2014 00:00,589000,4,3,2440,9600,2,No,No View,Very Good,7,1961,98034,47.7044,-122.2
6043,13/06/2014 00:00,589000,3,2,2250,8800,1,No,No View,Good,7,1925,98116,47.5737,-122.409
6044,28/05/2014 00:00,589000,3,1,1110,6000,1.5,No,No View,Very Good,7,1932,98199,47.6496,-122.403
6045,21/05/2014 00:00,589000,4,2.5,2910,5776,2,No,Average,Average,8,1998,98065,47.5388,-121.87
6046,31/07/2014 00:00,589000,3,2.5,2320,5663,2,No,No View,Average,8,2003,98027,47.539,-122.07
6047,18/11/2014 00:00,589000,3,1.5,1390,5040,1,No,No View,Average,7,1947,98105,47.6611,-122.282
6048,12/08/2014 00:00,589000,4,1.75,1920,4862,1,No,No View,Very Good,7,1919,98116,47.5747,-122.384
6049,03/09/2014 00:00,589000,3,2.5,2940,4799,1,No,No View,Average,9,1996,98033,47.6681,-122.184
6050,11/05/2015 00:00,589000,2,2,1850,4667,1,No,No View,Average,8,2010,98053,47.7101,-122.014
6051,16/12/2014 00:00,589000,4,1,2210,4366,2,No,No View,Average,8,1901,98122,47.6105,-122.309
6052,03/09/2014 00:00,589000,3,2.5,2250,4337,2,No,No View,Average,8,2004,98075,47.5908,-122.017
6053,24/02/2015 00:00,589000,3,1.75,920,3600,1,No,No View,Good,6,1904,98119,47.6386,-122.365
6054,12/08/2014 00:00,589000,3,3,1720,954,3,No,No View,Average,8,2006,98119,47.648,-122.358
6055,02/05/2014 00:00,588500,3,1.75,2330,14892,1,No,No View,Average,8,1980,98074,47.6267,-122.046
6056,13/03/2015 00:00,588000,4,2.25,2510,19550,1,No,No View,Good,9,1977,98034,47.7041,-122.241
6057,24/02/2015 00:00,588000,3,1,1910,8167,1,No,No View,Good,8,1951,98117,47.7004,-122.368
6058,30/03/2015 00:00,588000,4,2.5,3060,7710,2,No,No View,Average,9,2009,98059,47.4828,-122.136
6059,29/10/2014 00:00,588000,3,1.75,2310,7620,2,No,No View,Average,8,1942,98177,47.7266,-122.363
6060,19/05/2014 00:00,588000,3,2.25,2030,7350,1,No,No View,Good,7,1977,98052,47.6939,-122.126
6061,22/07/2014 00:00,588000,4,2.25,2580,7344,2,No,No View,Average,8,1977,98027,47.5647,-122.09
6062,22/08/2014 00:00,588000,4,1.75,1930,7245,1,No,No View,Good,8,1972,98008,47.6396,-122.112
6063,06/03/2015 00:00,588000,4,1.75,2170,5750,1,No,Average,Average,7,1975,98116,47.5668,-122.383
6064,11/06/2014 00:00,588000,4,2,1680,5000,1,No,No View,Average,7,1950,98115,47.6858,-122.286
6065,03/07/2014 00:00,588000,5,3,2190,4900,2,No,No View,Very Good,7,1940,98117,47.6892,-122.386
6066,07/07/2014 00:00,588000,3,2,1860,4777,2,No,No View,Very Good,7,1908,98115,47.6892,-122.311
6067,15/10/2014 00:00,588000,5,3,3110,4464,2,No,No View,Average,8,2007,98011,47.7719,-122.168
6068,16/09/2014 00:00,588000,3,1.5,1780,4200,1.5,No,No View,Good,8,1916,98103,47.662,-122.349
6069,11/03/2015 00:00,587750,2,1,890,4730,1,No,No View,Average,7,1941,98103,47.6876,-122.341
6070,26/02/2015 00:00,587500,4,1.75,2500,20868,1,No,Average,Average,8,1956,98166,47.431,-122.338
6071,24/09/2014 00:00,587500,4,2.25,1780,6120,1,No,No View,Average,8,1951,98115,47.6955,-122.287
6072,27/04/2015 00:00,587450,3,2.25,2190,8775,1.5,No,Fair,Good,8,1927,98125,47.7303,-122.287
6073,20/06/2014 00:00,587206,3,3.5,1890,1710,2,No,No View,Average,8,1999,98103,47.6592,-122.349
6074,23/07/2014 00:00,587100,2,1,1190,6967,1,No,No View,Average,7,1946,98040,47.5896,-122.243
6075,25/03/2015 00:00,587100,3,2.25,1670,6414,1,No,No View,Good,8,1961,98117,47.6921,-122.386
6076,27/05/2014 00:00,587000,3,2.25,2370,217800,2,No,No View,Average,7,1979,98053,47.6364,-121.984
6077,17/07/2014 00:00,587000,5,3.5,3610,52595,2,No,No View,Good,7,1989,98014,47.6832,-121.907
6078,11/12/2014 00:00,587000,4,2.75,3190,8737,2,No,No View,Average,9,2006,98065,47.523,-121.877
6079,03/02/2015 00:00,587000,4,2.75,2210,8430,2,No,No View,Average,9,1999,98075,47.5994,-122.017
6080,31/05/2014 00:00,587000,4,2.5,2550,6256,2,No,No View,Average,9,1992,98072,47.7742,-122.166
6081,15/07/2014 00:00,587000,3,2.5,2150,5193,2,No,No View,Average,8,1995,98033,47.6952,-122.187
6082,04/06/2014 00:00,586500,3,2.5,1780,1487,3,No,No View,Average,8,2006,98107,47.6539,-122.351
6083,15/09/2014 00:00,586000,4,2.25,2130,9000,2,No,No View,Good,8,1965,98006,47.5716,-122.159
6084,25/03/2015 00:00,586000,4,2.25,1930,8338,1,No,No View,Average,8,1968,98125,47.7026,-122.285
6085,21/04/2015 00:00,585888,3,2,1490,7431,1,No,No View,Good,7,1966,98052,47.6697,-122.162
6086,03/04/2015 00:00,585444,6,3.75,2740,6924,1,No,Average,Average,7,1962,98144,47.5816,-122.296
6087,05/12/2014 00:00,585188,3,2.25,2230,10026,1,No,No View,Average,8,1975,98052,47.6647,-122.153
6088,02/06/2014 00:00,585083,5,2.75,2910,36250,1,No,No View,Average,8,1977,98075,47.5916,-122.076
6089,11/08/2014 00:00,585000,3,1.75,2220,216493,1,No,Average,Average,8,1989,98014,47.6624,-121.951
6090,27/04/2015 00:00,585000,3,2,2220,209523,1,No,No View,Average,7,1991,98019,47.7586,-121.911
6091,27/04/2015 00:00,585000,3,2,3190,207346,2,No,No View,Average,9,1994,98022,47.2737,-122.015
6092,29/08/2014 00:00,585000,3,1.75,2170,153767,1,No,No View,Average,7,1976,98042,47.3694,-122.065
6093,09/06/2014 00:00,585000,4,1.75,2470,131790,2,No,Average,Average,8,1937,98070,47.4421,-122.444
6094,24/06/2014 00:00,585000,3,2.5,2270,100545,2,No,No View,Average,8,1998,98070,47.4815,-122.47
6095,06/03/2015 00:00,585000,3,1.75,1790,87213,1,No,No View,Good,7,1974,98077,47.732,-122.077
6096,12/09/2014 00:00,585000,4,2.5,2330,45860,2,No,No View,Average,9,1989,98075,47.5842,-121.992
6097,20/01/2015 00:00,585000,6,3,3870,43787,2,No,No View,Average,8,1976,98077,47.7642,-122.098
6098,22/05/2014 00:00,585000,4,1.75,3000,42200,1,No,Good,Average,7,1950,98056,47.5265,-122.202
6099,22/12/2014 00:00,585000,5,3.5,3180,40946,1,No,Good,Average,7,1968,98075,47.5833,-122.073
6100,07/04/2015 00:00,585000,4,3.25,3410,34939,2,No,No View,Good,9,1992,98027,47.459,-122.003
6101,21/01/2015 00:00,585000,3,2.5,2330,33750,2,No,No View,Average,9,1983,98045,47.4787,-121.723
6102,09/05/2014 00:00,585000,4,3.25,2400,29252,2,No,No View,Good,8,1982,98072,47.743,-122.131
6103,26/09/2014 00:00,585000,4,1.75,2270,27122,1,No,No View,Very Good,8,1957,98155,47.7637,-122.281
6104,28/06/2014 00:00,585000,5,2.5,2670,16777,1.5,No,No View,Good,7,1920,98125,47.7015,-122.301
6105,09/04/2015 00:00,585000,5,1.75,1880,16617,1,No,No View,Average,7,1963,98007,47.6003,-122.132
6106,10/09/2014 00:00,585000,4,2.5,2370,15200,1,No,No View,Average,8,1975,98052,47.6295,-122.089
6107,22/08/2014 00:00,585000,5,2,2560,14467,1,No,No View,Average,8,1960,98006,47.5547,-122.178
6108,10/09/2014 00:00,585000,4,2,2400,12753,1,No,No View,Good,7,1962,98033,47.6947,-122.177
6109,05/12/2014 00:00,585000,3,3.25,3050,12700,2,No,No View,Average,8,1990,98011,47.7445,-122.214
6110,21/11/2014 00:00,585000,5,2.25,2480,12614,1,No,No View,Good,8,1979,98011,47.7393,-122.2
6111,14/07/2014 00:00,585000,4,1.75,3140,12519,1,No,No View,Average,7,1951,98033,47.6941,-122.173
6112,15/07/2014 00:00,585000,3,2.5,2050,11690,2,No,No View,Good,9,1989,98059,47.5279,-122.161
6113,19/06/2014 00:00,585000,4,2.5,2840,11044,2,No,No View,Average,8,2001,98034,47.7134,-122.237
6114,16/03/2015 00:00,585000,3,2.5,2060,10839,2,No,No View,Average,8,1987,98029,47.5675,-122.016
6115,22/07/2014 00:00,585000,3,1.75,1740,9500,1,No,Good,Good,8,1958,98146,47.4919,-122.365
6116,27/03/2015 00:00,585000,4,2.5,2200,9099,2,No,No View,Average,8,1994,98034,47.733,-122.225
6117,05/05/2014 00:00,585000,2,1,1770,8640,1.5,No,No View,Average,6,1949,98117,47.6926,-122.363
6118,05/02/2015 00:00,585000,2,1.75,1980,8550,1,No,No View,Average,7,1981,98117,47.6989,-122.369
